tender_id,tender_name,start_price,tender_security,advance_money,currency,publication_date,selection_phase,legislation,url,procedure,for_small_business,customer_region_code,customer_region,customer_name,customer_inn,winner_name,winner_inn,final_price
0851200000621002758,"Выполнение работ по содержанию автомобильных дорог регионального и межмуниципального значения и искусственных сооружений на них в Новосибирском, Ордынском, Сузунском районах Новосибирской области, г.Новосибирск, г.Обь.",1102257686.55,55112884.33,10.00%,RUB,2021-05-21 11:42:53,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0851200000621002758,Электронный аукцион,FALSE,54,Новосибирская область,ГКУ Новосибирской обл. «Территориальное Управление Автомобильных Дорог Новосибирской Области»,5405100316,,,
0172200002521000262,"Выполнение работ по строительству многоквартирного дома со встроенно-пристроенными помещениями по адресу: г. Санкт-Петербург, Глухарская улица, участок 57 (территории квартала 74Б района Каменка, ограниченной Глухарской ул., пр. Авиаконструкторов, Плесецкой ул., Нижне-Каменской ул.; ФЗУ № 3), включая разработку проектной документации стадии РД",1102185372.90,22043707.46,3.76%,RUB,2021-08-02 18:00:13,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0172200002521000262,Открытый конкурс в электронной форме,FALSE,78,Санкт-Петербург,СПБ ГКУ «Фонд Капитального Строительства и Реконструкции»,7809025523,ООО  «Инвестиционная Строительная Компания «Нкс»,7814398182,1102100000.00
0995400000221000036,"Выполнение работ по проектированию, реконструкции и вводу в эксплуатацию объекта капитального строительства: ""Реконструкция здания филиала ФКП ""Российская государственная цирковая компания""- ""Волгоградский государственный цирк"" по адресу:Российская Федерация, Волгоградская область. г.Волгоград, ул.Краснознаменская,д.15""",1101888813.30,55094440.67,43.54%,RUB,2021-10-04 18:48:31,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/zp504/view/common-info.html?regNumber=0995400000221000036,Запрос предложений в электронной форме,FALSE,77,Москва,Публично-Правовая Компания «Единый Заказчик в Сфере Строительства»,7707448255,ООО «Наследие»,6901081976,1099685035.68
0573100025322000002,"Выполнение работ по объекту «Строительство, реконструкция и техническое перевооружение промышленного комплекса по производству лекарственных средств полного цикла на базе федерального государственного унитарного предприятия «Московский эндокринный завод», г. Москва. Этап 1. Строительство лабораторно-административно-складского комплекса»",1101626106.19,49573174.78,80.00%,RUB,2022-08-12 15:05:05,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0573100025322000002,Электронный аукцион,FALSE,77,Москва,ФГУП «Московский Эндокринный Завод»,7722059711,,,
32211394758,"Выполнение подрядных работ по завершению строительства объекта: «Общеобразовательная школа на 550 мест (завершение строительства) по адресу: Московская область, г. Долгопрудный, мкр. Центральный, к-44»",1100368167.02,,,RUB,2022-05-18 20:22:08,Завершена,223-ФЗ,https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=32211394758,Закупка иного способа размещения,FALSE,77,Москва,Публично-Правовая Компания «Фонд Развития Территорий»,7704446429,Нет данных о победителе,,1050358917.90
0173200001421000739,Аукцион в электронной форме на право заключения контракта на выполнение работ по ремонту объектов дорожного хозяйства (ЮАО),1099625379.46,32988761.38,20.00%,RUB,2021-05-17 15:34:47,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0173200001421000739,Электронный аукцион,FALSE,77,Москва,ГБУ г. Москвы «Автомобильные Дороги»,7727656790,,,
0317100000522000058,"Капитальный ремонт автомобильной дороги Р-256 ""Чуйский тракт"" Новосибирск - Барнаул - Горно-Алтайск - граница с Монголией на участке км 243+500 - км 250+000, Алтайский край",1098991810.00,54949590.50,50.00%,RUB,2022-11-02 10:23:11,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0317100000522000058,Открытый конкурс в электронной форме,FALSE,22,Алтайский край,Федеральное казенное учреждение «Управление Федеральных Автомобильных Дорог «Алтай» Федерального Дорожного Агентства»,2225061905,Нет данных о победителе,,1098980820.08
0391100002021000106,"Ремонт автомобильной дороги Р-297 ""Амур"" Чита - Невер - Свободный - Архара - Биробиджан - Хабаровск на участке км 617+000 - км 656+000, Забайкальский край (2 этап км 635+300 - км 656+000)",1097619410.00,10976194.10,20.00%,RUB,2021-12-29 7:38:04,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0391100002021000106,Открытый конкурс в электронной форме,FALSE,75,Забайкальский край,Федеральное казенное учреждение «Управление Федеральных Автомобильных Дорог на Территории Забайкальского Края Федерального Дорожного Агентства»,7536053744,,,
0891200000623000153,Выполнение работ по рекультивации несанкционированной свалки ТКО в г. Нерчинск (00000227-ОК),1096706250.00,21934125.00,10.00%,RUB,2023-01-24 15:09:07,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0891200000623000153,Открытый конкурс в электронной форме,FALSE,75,Забайкальский край,Министерство Природных Ресурсов Забайкальского Края,7536095945,,,
0869200000221003545,Выполнение работ по содержанию автомобильных дорог общего пользования регионального или межмуниципального значения Челябинской области на 2022-2024 годы (VII зона),1096481984.88,54824099.24,20.00%,RUB,2021-10-27 14:13:35,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0869200000221003545,Электронный аукцион,FALSE,74,Челябинская область,Министерство Дорожного Хозяйства и Транспорта Челябинской обл.,7451384218,,,
0848300037422000567,"Выполнение работ и оказания услуг, связанных с выполнением инженерных изысканий, разработкой проектной и рабочей документации, выполнением строительно-монтажных работ по строительству многоквартирного жилого дома по адресу: Московская область, Дмитровский городской округ, пос. Некрасовский, мкр. Строителей",1096361985.84,10963619.86,26.09%,RUB,2022-10-10 21:39:33,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0848300037422000567,Открытый конкурс в электронной форме,FALSE,50,Московская область,МАУ «Капитальное Строительство и Ремонт»,5007108010,,,
0122200002521006021,"Выполнение работ по проектированию и строительству объекта капитального строительства ""Строительство Центра детского творчества г. Николаевск-на-Амуре""",1095537385.61,10955373.86,30.00%,RUB,2021-09-23 10:54:32,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0122200002521006021,Электронный аукцион,FALSE,27,Хабаровский край,Краевое ГКУ «Служба Заказчика Министерства Строительства Хабаровского Края»,2721093076,,,
0122200002521005642,"Выполнение работ по проектированию и строительству объекта капитального строительства ""Строительство Центра детского творчества г. Николаевск-на-Амуре""",1095537385.61,10955373.86,30.00%,RUB,2021-09-07 8:54:50,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0122200002521005642,Электронный аукцион,FALSE,27,Хабаровский край,Краевое ГКУ «Служба Заказчика Министерства Строительства Хабаровского Края»,2721093076,,,
0742000000222000012,"Поставка, монтаж, пуско-наладка и ввод в эксплуатацию вакуумной печи для плавления и литья, а также инструктаж персонала работе на оборудовании по объекту «Строительство корпуса опытно-конструкторской металлургической производственной базы Публичного акционерного общества «Кузнецов», г. Самара»",1094609676.24,54730483.81,30.00%,RUB,2022-10-28 15:54:25,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0742000000222000012,Электронный аукцион,FALSE,63,Самарская область,ПАО «Одк-Кузнецов»,6319033379,,,
0742000000223000001,"Поставка, монтаж, пуско-наладка и ввод в эксплуатацию вакуумной печи для плавления и литья, а также инструктаж персонала работе на оборудовании по объекту «Строительство корпуса опытно-конструкторской металлургической производственной базы Публичного акционерного общества «Кузнецов», г. Самара»",1094609676.24,54730483.81,30.00%,RUB,2023-03-09 15:03:50,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0742000000223000001,Электронный аукцион,FALSE,63,Самарская область,ПАО «Одк-Кузнецов»,6319033379,,,
0995000000221000064,"Разработка новых материалов космического применения, технологических процессов и специального оборудования для их производства и создание изделий на их основе в период 2022-2025 годов (шифр ОКР: «Материал-2025» (2025)",1094517400.00,5472587.00,80.00%,RUB,2021-09-23 12:32:36,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995000000221000064,Открытый конкурс в электронной форме,FALSE,77,Москва,Государственная Корпорация по Космической Деятельности «Роскосмос»,7702388027,,,
32212009740,"Выполнение работ по реконструкции здания центральной котельной, расположенного по адресу: Москва, пр-т Мира, д.119, стр. 569, с созданием главного диспетчерского центра инженерных систем ВДНХ, с комплексной автоматизацией систем управления объектами, увеличением генерирующих мощностей и повышением уровня энергоэффективности, энергетической безопасности. Этап 1.",1094310180.00,54715509.00,,RUB,2022-12-30 10:47:29,Завершена,223-ФЗ,https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=32212009740,Закупка иного способа размещения,FALSE,77,Москва,АО «Выставка Достижений Народного Хозяйства»,7717037582,Нет данных о победителе,,1092831615.00
0995400000221000033,"Выполнение работ по проектированию, реконструкции и вводу в эксплуатацию объекта капитального строительства: ""Реконструкция здания филиала ФКП ""Российская государственная цирковая компания""- ""Иркутский государственный цирк"" по адресу:Российская Федерация,Иркутская область. г.Иркутск, ул.Пролетарская ,д.13""",1093748153.86,54687407.69,43.54%,RUB,2021-09-23 16:41:47,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/zp504/view/common-info.html?regNumber=0995400000221000033,Запрос предложений в электронной форме,FALSE,77,Москва,Публично-Правовая Компания «Единый Заказчик в Сфере Строительства»,7707448255,АО «Промстройсервис»,0603282806,1091560657.55
0301300247622000094,"Выполнение строительно-монтажных работ с разработкой рабочей документации генеральной подрядной организацией по объекту ""Реконструкция ул. Пугачева в Кировском районе городского округа город Уфа Республики Башкортостан. 2 этап. Корректировка""",1093439629.89,54671981.49,30.00%,RUB,2022-03-15 8:49:15,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0301300247622000094,Открытый конкурс в электронной форме,FALSE,02,Республика Башкортостан,"Управление по Строительству, Ремонту Дорог и Искусственных Сооружений администрации Городского Округа г. Уфа Республики Башкортостан",0278198875,,,
32211873951,Право заключения договоров на поставку арматурного проката для АЭС «Эль-Дабаа»,1092077762.74,5470000.00,,RUB,2022-11-22 19:24:49,Завершена,223-ФЗ,https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=32211873951,Закупка иного способа размещения,FALSE,Несколько,регионов,Несколько заказчиков,,,,
32211860913,Право заключения договора на выполнение строительно-монтажных работ по Лоту № 893. Курская АЭС-2. Энергоблок №1. Открытое распределительное устройство 750 кВ (00UAM).,1090836518.40,5500000.00,,RUB,2022-11-18 10:21:03,Завершена,223-ФЗ,https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=32211860913,Закупка иного способа размещения,FALSE,52,Нижегородская область,АО «Атомстройэкспорт»,7701186067,,,
2042700000923000001,Выполнение работ по строительству объекта капитального строительства: «Здания и сооружения промышленно-производственного комплекса Г на территории особой экономической зоны промышленно-производственного типа на территории городского округа Тольятти Самарской области».,1089699337.81,54484966.89,10.00%,RUB,2023-02-15 14:14:46,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=2042700000923000001,Открытый конкурс в электронной форме,FALSE,63,Самарская область,АО «Особая Экономическая Зона Промышленно-Производственного Типа «Тольятти»,6321345424,,,
0173200001423000184,"Выполнение подрядных работ по строительству объекта «Учебный корпус на 400 мест на месте сноса здания школы, Причальный пр-д, влд. 7, стр. 1, стр. 1/1»",1089165758.00,21783315.16,10.00%,RUB,2023-02-13 13:45:27,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0173200001423000184,Открытый конкурс в электронной форме,FALSE,77,Москва,Казённое предприятие г. Москвы «Управление Гражданского Строительства»,7719272800,,,
0995400000221000003,"Выполнение работ по строительству объекта: ""Административное здание ИФНС России по г.Петрозаводску, Республика Карелия""",1089081371.34,54454068.57,20.00%,RUB,2021-06-08 15:09:21,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0995400000221000003,Открытый конкурс в электронной форме,FALSE,77,Москва,Публично-Правовая Компания «Единый Заказчик в Сфере Строительства»,7707448255,ООО «Двк-Дорстрой»,7813474909,1083635964.48
0351100009022000071,"выполнение работ по разработке, изготовлению, монтажу, шефмонтажу, шефналадке нестандартизированного технологического оборудования Экспериментальной станции 1-2 «Структурная диагностика» объекта капитального строительства Центра коллективного пользования «Сибирский кольцевой источник фотонов» (ЦКП «СКИФ»), располагаемого в Здании накопителя (здание 1.1)",1089005500.00,54450275.00,90.00%,RUB,2022-12-22 5:30:28,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0351100009022000071,Электронный аукцион,FALSE,77,Москва,Министерство Науки и Высшего Образования РФ,9710062939,,,
0321100019422000104,"Капитальный ремонт моста через р. Черек на км 471+794 автомобильной дороги Р-217 ""Кавказ"" автомобильная дорога М-4 ""Дон"" - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой, Кабардино-Балкарская Республика",1088318223.00,10883182.23,10.00%,RUB,2022-07-21 16:55:04,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0321100019422000104,Открытый конкурс в электронной форме,FALSE,26,Ставропольский край,Федеральное казенное учреждение «Управление Федеральных Автомобильных Дорог «Кавказ» Федерального Дорожного Агентства»,2632041647,Нет данных о победителе,,1088318223.00
0818500000821006234,"Выполнение работ по строительству объекта капитального строительства в сфере образования: ""Проектирование и строительство СОШ по ул. Первомайской, 4/1 в пос. Знаменском города Краснодара""",1088200439.11,54410021.96,5.28%,RUB,2021-10-26 10:35:42,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0818500000821006234,Электронный аукцион,FALSE,23,Краснодарский край,Муниципальное Казённое учреждение Муниципального Образования г. Краснодар «Единая Служба Заказчика»,2309071138,,,
0848300037422000266,"Выполнение строительно-монтажных работ по объекту школа на 1100 мест по адресу: Московская область, Дмитровский район, г. Дмитров, ул. Профессиональная (5-й микрорайон)",1088051636.86,10880516.37,30.00%,RUB,2022-05-30 20:41:18,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0848300037422000266,Открытый конкурс в электронной форме,FALSE,50,Московская область,МАУ «Капитальное Строительство и Ремонт»,5007108010,,,
0165200003322000233,"Выполнение работ по строительству объекта капитального строительства: «Строительство жилых многоквартирных домов в мкр.№8 г.Томска (Дом №1, Дом №2)»",1087968250.00,10879682.50,50.00%,RUB,2022-07-13 12:16:37,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0165200003322000233,Электронный аукцион,FALSE,70,Томская область,Областное государственное казенное  учреждение  «Облстройзаказчик»,7017058675,,,
0165200003322000209,"Выполнение работ по строительству объекта капитального строительства: «Строительство жилых многоквартирных домов в мкр.№8 г.Томска (Дом №1, Дом №2)»",1087968250.00,10879682.50,50.00%,RUB,2022-06-15 13:17:15,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0165200003322000209,Электронный аукцион,FALSE,70,Томская область,Областное государственное казенное  учреждение  «Облстройзаказчик»,7017058675,,,
0165200003322000169,"Выполнение работ по строительству объекта капитального строительства: «Строительство жилых многоквартирных домов в мкр.№8 г.Томска (Дом №1, Дом №2)»",1087968250.00,10879682.50,50.00%,RUB,2022-05-04 15:26:03,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0165200003322000169,Электронный аукцион,FALSE,70,Томская область,Областное государственное казенное  учреждение  «Облстройзаказчик»,7017058675,,,
0152200004721001047,"Выполнение работ по реконструкции автомобильной дороги Омск – Нижняя Омка - граница Новосибирской области, участок км 8 – км 32 в Омском муниципальном районе Омской области Этап 1 (Реестровый номер 21.33.1024)",1087865828.40,10878658.28,10.00%,RUB,2021-07-16 13:47:55,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0152200004721001047,Электронный аукцион,FALSE,55,Омская область,Казенное учреждение Омской обл. «Управление Дорожного Хозяйства Омской Области»,5502050244,ООО «Сибирский Региональный Союз»,5510005929,1082426499.25
0841600005323000011,Выполнение работ по строительству здания общеобразовательного муниципального учреждения в п. Караваево по ул. Штеймана,1087518800.00,10875188.00,10.00%,RUB,2023-02-15 8:31:57,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0841600005323000011,Открытый конкурс в электронной форме,FALSE,44,Костромская область,МБУ Костромского Муниципального Района Костромской обл. «Стройзаказчик»,4400011036,,,
0173200001421000753,"Выполнение подрядных работ по объекту: ""Учебный корпус на 725 мест на территории существующего школьного отделения № 4 ГБОУ ""Школа №1391"", поселение Первомайское, д. Горчаково""",1086611127.12,54330556.36,30.00%,RUB,2021-05-18 13:21:21,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/zp504/view/common-info.html?regNumber=0173200001421000753,Запрос предложений в электронной форме,FALSE,77,Москва,Департамент Развития Новых Территорий г. Москвы,7704812442,,,
0311200024921000205,"Выполнение работ реконструкции автомобильной дороги по ул. Гостева, участок от ул. Аэродромная до ул. Батенчука в г. Набережные Челны Республики Татарстан",1086587564.00,54329378.20,30.00%,RUB,2021-07-22 17:35:38,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0311200024921000205,Электронный аукцион,FALSE,16,Республика Татарстан,ГКУ «Главное Управление Содержания и Развития Дорожно-Транспортного Комплекса Татарстана При Министерстве Транспорта и Дорожного Хозяйства Республики Татарстан»,1660049283,,,
0800600006423000001,Реконструкция системы теплоснабжения Восточной части города Лиски Воронежской области (в том числе двух квартальных котельных с тепловыми сетями),1086106389.60,10861063.90,5.00%,RUB,2023-03-31 17:04:31,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0800600006423000001,Открытый конкурс в электронной форме,FALSE,36,Воронежская область,ООО «Тепловик»,3652901081,,,
0173200001421000740,Аукцион в электронной форме на право заключения контракта на выполнение работ по ремонту объектов дорожного хозяйства (СВАО),1085978335.98,32579350.08,20.00%,RUB,2021-05-17 15:48:30,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0173200001421000740,Электронный аукцион,FALSE,77,Москва,ГБУ г. Москвы «Автомобильные Дороги»,7727656790,,,
0148200005422000076,"Выполнение работ и оказание услуг, связанных с одновременным выполнением инженерных изысканий, подготовкой проектной документации, проекта интерьеров, проекта благоустройства, разработкой рабочей документации, выполнением работ по строительству объекта капитального строительства, поставкой оборудования, необходимого для обеспечения эксплуатации объекта: ""Строительство поликлиники на 600 посещений в смену государственного бюджетного учреждения здравоохранения Московской области «Лобненская центральная городская больница» по адресу: Московская область, г.о. Лобня""",1085576073.00,54278803.65,15.00%,RUB,2022-02-17 20:45:53,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0148200005422000076,Открытый конкурс в электронной форме,FALSE,50,Московская область,ГКУ Московской обл. «Дирекция Заказчика Капитального Строительства»,5024171050,,,
0190200000321005926,"Выполнение работ по подготовке проектной документации и выполнению инженерных изысканий, выполнение работ по строительству и вводу в эксплуатацию объекта: «Детский технопарк «Кванториум», г. Салехард»",1085346721.20,54267336.06,5.00%,RUB,2021-05-27 15:09:42,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0190200000321005926,Открытый конкурс в электронной форме,FALSE,89,Ямало-Ненецкий АО,Государственное Казённое учреждение «Дирекция Капитального Строительства и Инвестиций Ямало-Ненецкого Автономного Округа»,8901017526,,,
32312066645,Приобретение Комплекта оборудования и оказания услуг по объекту «Паровая турбина ПТ-60-130/13 с генератором №2. Техническое перевооружение турбины с заменой ЦВД и регенеративных подогревателей с организацией отбора пара 30 ата (НкТЭЦ (ПТК-1))»,1085000000.00,,,RUB,2023-01-27 13:24:21,Признана несостоявшейся,223-ФЗ,https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=32312066645,Закупка иного способа размещения,FALSE,16,Республика Татарстан,АО «Тгк-16»,1655189422,,,
0820500000822007059,"Осуществление дорожной деятельности (ремонт) на участках автомобильных дорог регионального или межмуниципального значения км 26+000 – км 36+500 Владивосток – Артем, км 0+000 – км 7+138 Подъезд к с. Раздольное от автомобильной дороги Хабаровск – Владивосток, км 4+780 – км 10+142 Подъезд к бухте Лазурная от автомобильной дороги Хабаровск – Владивосток на территории Приморского края в рамках национального проекта «Безопасные качественные дороги»",1083991567.20,21679831.34,47.00%,RUB,2022-11-25 11:00:12,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0820500000822007059,Открытый конкурс в электронной форме,FALSE,25,Приморский край,Министерство Транспорта и Дорожного Хозяйства Приморского Края,2538030581,,,
32211508430,"Выполнение работ по капитальному ремонту квартир с перепланировкой и общего домового имущества здания, расположенного по адресу: г. Санкт-Петербург, Старо-Петергофский пр., д.14, литера А",1083696252.29,21673925.05,,RUB,2022-06-28 17:12:14,Признана несостоявшейся,223-ФЗ,https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=32211508430,Конкурс в электронной форме,TRUE,78,Санкт-Петербург,АО «СПБ Центр Доступного Жилья»,7838469428,,,
1372000000322000003,"""Завершение строительства Цех №12 Корпус ""Д"" (IV-V пролёты)""",1082784630.00,54139231.50,10.00%,RUB,2022-11-23 13:44:52,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=1372000000322000003,Электронный аукцион,FALSE,78,Санкт-Петербург,АО «Адмиралтейские Верфи»,7839395419,Нет данных о победителе,,1082784630.00
1372000000322000002,"Работы строительные специализированные прочие, не включенные в другие группировки",1082784630.00,54139231.50,15.00%,RUB,2022-10-21 12:22:49,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=1372000000322000002,Электронный аукцион,FALSE,78,Санкт-Петербург,АО «Адмиралтейские Верфи»,7839395419,,,
1372000000322000001,"Работы строительные специализированные прочие, не включенные в другие группировки",1082784630.00,54139231.50,30.00%,RUB,2022-10-13 7:45:14,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=1372000000322000001,Электронный аукцион,FALSE,78,Санкт-Петербург,АО «Адмиралтейские Верфи»,7839395419,,,
0842200002121000330,Реконструкция автомобильной дороги Кинель – Богатое – Борское на участке км 0+000-км 7+000 в муниципальном районе Кинельский Самарской области (II этап),1081622765.82,54081138.29,50.00%,RUB,2021-09-01 16:43:00,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0842200002121000330,Открытый конкурс в электронной форме,FALSE,63,Самарская область,Министерство Транспорта и Автомобильных Дорог Самарской обл.,6315800523,АО «Дорожно-Строительная Компания «Автобан»,7725104641,1081622765.82
0148200005421000986,"Закупка на разработку рабочей документации и выполнение полного комплекса работ по строительству и оснащению объекта: «Пристройка на 500 мест к МБОУ Одинцовская гимназия № 14 по адресу: Московская область, Одинцовский городской округ, г. Одинцово, бульвар Маршала Крылова, д. 5»",1081160881.43,54058044.07,4.00%,RUB,2021-12-17 22:52:20,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0148200005421000986,Открытый конкурс в электронной форме,FALSE,50,Московская область,Администрация Одинцовского Городского Округа Московской обл.,5032004222,ООО «Инвестиционно-Строительная Компания «Родина»,7723451784,1075755077.02
0173200001422001713,"Выполнение проектно-изыскательских работ и работ по строительству объекта капитального строительства: «Строительство и благоустройство участка Симоновской набережной, прилегающей к территории жилого комплекса по адресу: Симоновская наб., влд. 1»",1079962945.74,32398888.37,30.00%,RUB,2022-11-08 18:06:29,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok20/view/common-info.html?regNumber=0173200001422001713,Открытый конкурс в электронной форме,FALSE,77,Москва,ГКУ г. Москвы «Управление Дорожно-Мостового Строительства»,7728381587,,,
0311100007221000033,"Капитальный ремонт автомобильной дороги Р-239 Казань - Оренбург - Акбулак - граница с Республикой Казахстан на участке км 208+000 - км 215+000, Республика Татарстан",1079784240.00,53989212.00,30.00%,RUB,2021-04-05 16:45:01,Завершена,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ok504/view/common-info.html?regNumber=0311100007221000033,Открытый конкурс в электронной форме,FALSE,16,Республика Татарстан,Федеральное казенное учреждение «Федеральное Управление Автомобильных Дорог Волго-Вятского Региона Федерального Дорожного Агентства»,1660061210,ОАО «Алексеевскдорстрой»,1605003859,1079780000.00
32211829118,Запрос котировок в электронной форме № К-1454/22 на право заключения договора поставки бандажей локомотивных и заготовок зубчатого колеса,1077744357.22,,,RUB,2022-11-08 19:38:54,Завершена,223-ФЗ,https://zakupki.gov.ru/epz/order/extendedsearch/results.html?searchString=32211829118,Закупка иного способа размещения,FALSE,77,Москва,АО «ТД Ржд»,7708063900,Нет данных о победителе,,1077744357.22
0119200000122011292,"ЭА-№-13010/22 «Выполнение работ по строительству объекта капитального строительства: Поликлиника в п. Емельяново, Емельяновского района»",1077151389.62,5385756.95,5.00%,RUB,2022-08-29 13:57:58,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0119200000122011292,Электронный аукцион,FALSE,24,Красноярский край,Краевое ГКУ «Управление Капитального Строительства»,2466215220,,,
0190200000321010205,"Выполнение работ по подготовке проектной документации и выполнению инженерных изысканий, выполнение работ по строительству и вводу в эксплуатацию объекта: «Участковая больница ГБУЗ ЯНАО «Новоуренгойская центральная городская больница» мкр. Коротчаево, г. Новый Уренгой»",1076212288.80,53810614.44,10.00%,RUB,2021-10-01 9:56:58,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0190200000321010205,Электронный аукцион,FALSE,89,Ямало-Ненецкий АО,Государственное Казённое учреждение «Дирекция Капитального Строительства и Инвестиций Ямало-Ненецкого Автономного Округа»,8901017526,,,
0128200000122000368,"строительство общеобразовательной школы на 1100 мест по адресу: Владимирская обл., Петушинский район, г. Покров, ул. Больничный проезд",1075124600.00,10751246.00,5.00%,RUB,2022-03-03 10:02:41,Признана несостоявшейся,44-ФЗ,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0128200000122000368,Электронный аукцион,FALSE,33,Владимирская область,МКУ «Отдел Капитального Строительства Администрации Петушинского Района Владимирской Области»,3321036068,,,
